CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr
SEL-09-03,Shuswap_L,Sockeye,1972,4183.694,2155,4183.694,2155,40407,40407,1950
SEL-09-03,Shuswap_L,Sockeye,1973,3781.6168,2467,3781.6168,2467,64051,64051,1950
SEL-09-03,Shuswap_L,Sockeye,1974,1089424.867,618842,1089424.867,618842,6898196,6898196,1950
SEL-09-03,Shuswap_L,Sockeye,1975,163004.8054,85540.8515,163004.8054,85540.8515,1023083,1023083,1950
SEL-09-03,Shuswap_L,Sockeye,1976,4780,3072,4780,3072,13049,13049,1950
SEL-09-03,Shuswap_L,Sockeye,1977,12365.7236,6027,12365.7236,6027,93025,93025,1950
SEL-09-03,Shuswap_L,Sockeye,1978,1887280.088,1013562,1887280.088,1013562,9474629,9474629,1950
SEL-09-03,Shuswap_L,Sockeye,1979,293159.3891,161997,293159.3891,161997,1491217,1491217,1950
SEL-09-03,Shuswap_L,Sockeye,1980,2500,1817,2500,1817,21794,21794,1950
SEL-09-03,Shuswap_L,Sockeye,1981,10210.1897,5950,10210.1897,5950,9466,9466,1950
SEL-09-03,Shuswap_L,Sockeye,1982,3010270.877,1562756,3010270.877,1562756,9312105,9312105,1950
SEL-09-03,Shuswap_L,Sockeye,1983,210780.331,100275.4908,210780.331,100275.4908,1963829,1963829,1950
SEL-09-03,Shuswap_L,Sockeye,1984,4335,2403,4335,2403,33071,33071,1950
SEL-09-03,Shuswap_L,Sockeye,1985,1484,813,1484,813,4319,4319,1950
SEL-09-03,Shuswap_L,Sockeye,1986,2318244.846,1064429,2318244.846,1064429,10814466,10814466,1950
SEL-09-03,Shuswap_L,Sockeye,1987,594054.1628,310403,594054.1628,310403,3895414,3895414,1950
SEL-09-03,Shuswap_L,Sockeye,1988,5007,3556,5007,3556,8219,8219,1950
SEL-09-03,Shuswap_L,Sockeye,1989,565,381,565,381,12858,12858,1950
SEL-09-03,Shuswap_L,Sockeye,1990,3674665.865,1732456,3674665.865,1732456,7728193,7728193,1950
SEL-09-03,Shuswap_L,Sockeye,1991,1242772.754,612776,1242772.754,612776,865206,865206,1950
SEL-09-03,Shuswap_L,Sockeye,1992,12716.244,6640,12716.244,6640,19909,19909,1950
SEL-09-03,Shuswap_L,Sockeye,1993,1313.6093,751,1313.6093,751,15343,15343,1950
SEL-09-03,Shuswap_L,Sockeye,1994,1361672.539,662249,1361672.539,662249,2607292,2607292,1950
SEL-09-03,Shuswap_L,Sockeye,1995,411380.1269,209540,411380.1269,209540,771116,771116,1950
SEL-09-03,Shuswap_L,Sockeye,1996,11371.6907,5493,11371.6907,5493,61102,61102,1950
SEL-09-03,Shuswap_L,Sockeye,1997,977.3496,597,977.3496,597,34429,34429,1950
SEL-09-03,Shuswap_L,Sockeye,1998,1321774.131,677870,1321774.131,677870,7162244,7162244,1950
SEL-09-03,Shuswap_L,Sockeye,1999,256499.3308,138196,256499.3308,138196,698802,698802,1950
SEL-09-03,Shuswap_L,Sockeye,2000,461.0638,164,461.0638,164,1388,1388,1950
SEL-09-03,Shuswap_L,Sockeye,2001,3728.9404,2137,3728.9404,2137,7698,7698,1950
SEL-09-03,Shuswap_L,Sockeye,2002,5334542.957,2818621,5334542.957,2818621,7441039,7441039,1950
SEL-09-03,Shuswap_L,Sockeye,2003,364281.3697,189352,364281.3697,189352,132424,132424,1950
SEL-09-03,Shuswap_L,Sockeye,2004,2994,2234,2994,2234,1935,1935,1950
SEL-09-03,Shuswap_L,Sockeye,2005,20853.109,11758,20853.109,11758,32714,32714,1950
SEL-09-03,Shuswap_L,Sockeye,2006,2224510.789,1163018,2224510.789,1163018,17496985,17496985,1950
SEL-09-03,Shuswap_L,Sockeye,2007,56904.8157,32205,56904.8157,32205,214390,214390,1950
SEL-09-03,Shuswap_L,Sockeye,2008,164,83,164,83,9300,9300,1950
SEL-09-03,Shuswap_L,Sockeye,2009,31897.691,20133,31897.691,20133,384008,384008,1950
SEL-09-03,Shuswap_L,Sockeye,2010,5522595.018,3047498,5522595.018,3047498,8166165,8166165,1950
SEL-09-03,Shuswap_L,Sockeye,2011,90589.5824,45986,90589.5824,45986,19944,19944,1950
SEL-09-03,Shuswap_L,Sockeye,2012,11,6,11,6,1,1,1950
SEL-09-03,Shuswap_L,Sockeye,2013,148781.0981,87796,148781.0981,87796,27943,27943,1950
SEL-09-03,Shuswap_L,Sockeye,2014,2109576.025,1036940,2109576.025,1036940,4301501,4301501,1950
SEL-09-03,Shuswap_L,Sockeye,2015,6322.2706,3173,6322.2706,3173,1689,1689,1950
SEL-09-03,Shuswap_L,Sockeye,2016,49,25,49,25,200,200,1950
SEL-09-03,Shuswap_L,Sockeye,2017,13767.474,8443,13767.474,8443,57690,57690,1950
SEL-09-03,Shuswap_L,Sockeye,2018,1502077.039,788430,1502077.039,788430,1470164,1470164,1950
SEL-09-03,Shuswap_L,Sockeye,2019,5220.7185,3334,5220.7185,3334,30007,30007,1950
SEL-09-03,Shuswap_L,Sockeye,2020,24,12,24,12,433,433,1950
SEL-09-03,Shuswap_L,Sockeye,2021,29606.0366,19668,29606.0366,19668,NA,NA,1950
SEL-09-03,Shuswap_L,Sockeye,2022,703128.3648,374945,703128.3648,374945,NA,NA,1950
SEL-09-03,Shuswap_L,Sockeye,2023,7178.5402,5002,7178.5402,5002,NA,NA,1950
SEL-06-20,Nadina_Francois_ES,Sockeye,1973,18368.0011,10726,18368.0011,10726,73208,73208,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1974,3634.7577,2072,3634.7577,2072,20017,20017,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1975,13974.3808,8655,13974.3808,8655,158536,158536,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1976,1685.3588,898,1685.3588,898,7247,7247,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1977,17647.8804,10085,17647.8804,10085,131877,131877,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1978,2559.7954,1527,2559.7954,1527,31164,31164,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1979,36193.854,21272,36193.854,21272,101368,101368,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1980,2907.902,1603,2907.902,1603,21368,21368,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1981,19146.8807,11363,19146.8807,11363,76744,76744,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1982,2315.1037,1423,2315.1037,1423,6775,6775,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1983,27394.1311,15945,27394.1311,15945,149699,149699,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1984,7719.8589,3847,7719.8589,3847,24917,24917,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1985,13640.0465,7731,13640.0465,7731,46853,46853,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1986,3510.168,2051,3510.168,2051,20838,20838,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1987,32340.9016,15643,32340.9016,15643,191020,191020,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1988,8790.732,4514,8790.732,4514,57739,57739,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1989,4940,2653,4940,2653,18878,18878,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1990,5996.802,3405,5996.802,3405,15734,15734,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1991,60762.5226,33387,60762.5226,33387,56227,56227,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1992,4503.1056,2355,4503.1056,2355,104704,104704,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1993,9052.8825,4797,9052.8825,4797,56702,56702,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1994,1946.5552,1077,1946.5552,1077,18358,18358,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1995,16647.4126,8452,16647.4126,8452,65492,65492,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1996,36338.6254,18036,36338.6254,18036,546593,546593,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1997,7593.0409,2624,7593.0409,2624,3186,3186,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1998,3543.462,1983,3543.462,1983,4870,4870,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,1999,10020.6306,5026,10020.6306,5026,11388,11388,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2000,121489.5149,65446,121489.5149,65446,259537,259537,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2001,39353.9704,17875,39353.9704,17875,96125,96125,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2002,1901.8384,1031,1901.8384,1031,6180,6180,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2003,3133.2716,1677,3133.2716,1677,3705,3705,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2004,22347.9496,13773,22347.9496,13773,219432,219432,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2005,21796.8822,12141,21796.8822,12141,16218,16218,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2006,8015.1399,4487,8015.1399,4487,64915,64915,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2007,1722.34,1006,1722.34,1006,11488,11488,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2008,18559.9341,10169,18559.9341,10169,91135,91135,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2009,9183.1344,3718,9183.1344,3718,22658,22658,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2010,20475.723,11892,20475.723,11892,221001,221001,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2011,4263.744,1195,4263.744,1195,10162,10162,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2012,29874.14,16766,29874.14,16766,46352,46352,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2013,12655.2678,7129,12655.2678,7129,10327,10327,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2014,53341.729,30742,53341.729,30742,487538,487538,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2015,21932.8048,9411,21932.8048,9411,4234,4234,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2016,25589.0132,16110,25589.0132,16110,44694,44694,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2017,4428.7691,2323,4428.7691,2323,20471,20471,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2018,111175.4424,58024,111175.4424,58024,328935,328935,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2019,22198.572,8351,22198.572,8351,30676,30676,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2020,29128.1466,15909,29128.1466,15909,81271,81271,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2021,11833.9463,6906,11833.9463,6906,NA,NA,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2022,234089.2237,105687,234089.2237,105687,NA,NA,1973
SEL-06-20,Nadina_Francois_ES,Sockeye,2023,89614.5954,41508,89614.5954,41508,NA,NA,1973
SEL-10-03,North_Barriere_ES,Sockeye,1950,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1951,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1952,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1953,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1954,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1955,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1956,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1957,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1958,5,NA,5,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1959,27,NA,27,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1960,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1961,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1962,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1963,371.036,NA,371.036,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1964,133.152,NA,133.152,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1965,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1966,0,NA,0,NA,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,1967,587.156,294,587.156,294,15201,15201,1950
SEL-10-03,North_Barriere_ES,Sockeye,1968,759.2886,577,759.2886,577,15015,15015,1950
SEL-10-03,North_Barriere_ES,Sockeye,1969,43.8776,22,43.8776,22,881,881,1950
SEL-10-03,North_Barriere_ES,Sockeye,1970,9,5,9,5,740,740,1950
SEL-10-03,North_Barriere_ES,Sockeye,1971,601.245,306,601.245,306,16226,16226,1950
SEL-10-03,North_Barriere_ES,Sockeye,1972,1810.1194,1030,1810.1194,1030,28398,28398,1950
SEL-10-03,North_Barriere_ES,Sockeye,1973,124.2984,83,124.2984,83,1106,1106,1950
SEL-10-03,North_Barriere_ES,Sockeye,1974,140,70,140,70,536,536,1950
SEL-10-03,North_Barriere_ES,Sockeye,1975,3396.6405,2181,3396.6405,2181,60984,60984,1950
SEL-10-03,North_Barriere_ES,Sockeye,1976,3916.993,2373,3916.993,2373,21358,21358,1950
SEL-10-03,North_Barriere_ES,Sockeye,1977,316.9795,174,316.9795,174,9130,9130,1950
SEL-10-03,North_Barriere_ES,Sockeye,1978,91.0463,46,91.0463,46,2230,2230,1950
SEL-10-03,North_Barriere_ES,Sockeye,1979,14652.5643,8046,14652.5643,8046,14229,14229,1950
SEL-10-03,North_Barriere_ES,Sockeye,1980,7723.2298,4413,7723.2298,4413,35970,35970,1950
SEL-10-03,North_Barriere_ES,Sockeye,1981,1770.6204,1067,1770.6204,1067,3947,3947,1950
SEL-10-03,North_Barriere_ES,Sockeye,1982,1132,656,1132,656,10828,10828,1950
SEL-10-03,North_Barriere_ES,Sockeye,1983,4761.9936,2596,4761.9936,2596,38250,38250,1950
SEL-10-03,North_Barriere_ES,Sockeye,1984,9745.8703,6291,9745.8703,6291,47064,47064,1950
SEL-10-03,North_Barriere_ES,Sockeye,1985,1407.1988,696,1407.1988,696,31826,31826,1950
SEL-10-03,North_Barriere_ES,Sockeye,1986,5888.46,3323,5888.46,3323,34206,34206,1950
SEL-10-03,North_Barriere_ES,Sockeye,1987,16282.0437,9212,16282.0437,9212,76448,76448,1950
SEL-10-03,North_Barriere_ES,Sockeye,1988,22459.7852,13098,22459.7852,13098,48647,48647,1950
SEL-10-03,North_Barriere_ES,Sockeye,1989,3946.5248,2813,3946.5248,2813,19454,19454,1950
SEL-10-03,North_Barriere_ES,Sockeye,1990,11338.8858,6702,11338.8858,6702,22357,22357,1950
SEL-10-03,North_Barriere_ES,Sockeye,1991,20484.1164,11894,20484.1164,11894,11384,11384,1950
SEL-10-03,North_Barriere_ES,Sockeye,1992,9201.6738,5960,9201.6738,5960,50263,50263,1950
SEL-10-03,North_Barriere_ES,Sockeye,1993,7631.3621,4928,7631.3621,4928,41822,41822,1950
SEL-10-03,North_Barriere_ES,Sockeye,1994,5872.479,3508,5872.479,3508,12987,12987,1950
SEL-10-03,North_Barriere_ES,Sockeye,1995,10865.4091,5986,10865.4091,5986,36748,36748,1950
SEL-10-03,North_Barriere_ES,Sockeye,1996,28015.6761,15198,28015.6761,15198,12943,12943,1950
SEL-10-03,North_Barriere_ES,Sockeye,1997,8429.483,4326,8429.483,4326,6145,6145,1950
SEL-10-03,North_Barriere_ES,Sockeye,1998,8152.9897,4966,8152.9897,4966,13115,13115,1950
SEL-10-03,North_Barriere_ES,Sockeye,1999,5543.839,3333,5543.839,3333,42896,42896,1950
SEL-10-03,North_Barriere_ES,Sockeye,2000,9595.732,4625,9595.732,4625,59953,59953,1950
SEL-10-03,North_Barriere_ES,Sockeye,2001,5647.8715,3302,5647.8715,3302,11861,11861,1950
SEL-10-03,North_Barriere_ES,Sockeye,2002,7186.5793,4847,7186.5793,4847,75908,75908,1950
SEL-10-03,North_Barriere_ES,Sockeye,2003,9180.4922,5226,9180.4922,5226,13348,13348,1950
SEL-10-03,North_Barriere_ES,Sockeye,2004,2742.9111,1568,2742.9111,1568,7657,7657,1950
SEL-10-03,North_Barriere_ES,Sockeye,2005,4282.48,2762,4282.48,2762,1533,1533,1950
SEL-10-03,North_Barriere_ES,Sockeye,2006,11244.6628,8038,11244.6628,8038,30694,30694,1950
SEL-10-03,North_Barriere_ES,Sockeye,2007,11182.1236,6782,11182.1236,6782,5218,5218,1950
SEL-10-03,North_Barriere_ES,Sockeye,2008,430.392,210,430.392,210,8581,8581,1950
SEL-10-03,North_Barriere_ES,Sockeye,2009,1142.622,715,1142.622,715,8343,8343,1950
SEL-10-03,North_Barriere_ES,Sockeye,2010,9422.4144,5493,9422.4144,5493,23843,23843,1950
SEL-10-03,North_Barriere_ES,Sockeye,2011,8404.902,4451,8404.902,4451,1538,1538,1950
SEL-10-03,North_Barriere_ES,Sockeye,2012,1370.4089,744,1370.4089,744,2457,2457,1950
SEL-10-03,North_Barriere_ES,Sockeye,2013,3229.0713,1944,3229.0713,1944,809,809,1950
SEL-10-03,North_Barriere_ES,Sockeye,2014,11195.6427,6693,11195.6427,6693,6789,6789,1950
SEL-10-03,North_Barriere_ES,Sockeye,2015,1391.458,910,1391.458,910,483,483,1950
SEL-10-03,North_Barriere_ES,Sockeye,2016,1001.664,603,1001.664,603,994,994,1950
SEL-10-03,North_Barriere_ES,Sockeye,2017,634.4504,342,634.4504,342,1405,1405,1950
SEL-10-03,North_Barriere_ES,Sockeye,2018,2279.826,1408,2279.826,1408,6633,6633,1950
SEL-10-03,North_Barriere_ES,Sockeye,2019,524,256,524,256,2915,2915,1950
SEL-10-03,North_Barriere_ES,Sockeye,2020,955.494,604,955.494,604,1965,1965,1950
SEL-10-03,North_Barriere_ES,Sockeye,2021,891,483,891,483,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,2022,5207.301,2522,5207.301,2522,NA,NA,1950
SEL-10-03,North_Barriere_ES,Sockeye,2023,2075.2713,1109,2075.2713,1109,NA,NA,1950
SEL-03-05,Pitt_ES,Sockeye,1950,29212.4812,13313,29212.4812,13313,146275,146275,1950
SEL-03-05,Pitt_ES,Sockeye,1951,36081.3632,17922,36081.3632,17922,120302,120302,1950
SEL-03-05,Pitt_ES,Sockeye,1952,46454.05,21904,46454.05,21904,71842,71842,1950
SEL-03-05,Pitt_ES,Sockeye,1953,17029.776,9303,17029.776,9303,25060,25060,1950
SEL-03-05,Pitt_ES,Sockeye,1954,16885.5544,8332,16885.5544,8332,51052,51052,1950
SEL-03-05,Pitt_ES,Sockeye,1955,17052.5,11221,17052.5,11221,164010,164010,1950
SEL-03-05,Pitt_ES,Sockeye,1956,30999.5946,11107,30999.5946,11107,66855,66855,1950
SEL-03-05,Pitt_ES,Sockeye,1957,11138.505,5130,11138.505,5130,28018,28018,1950
SEL-03-05,Pitt_ES,Sockeye,1958,10288.6091,6658,10288.6091,6658,16135,16135,1950
SEL-03-05,Pitt_ES,Sockeye,1959,15524.9239,6096,15524.9239,6096,61732,61732,1950
SEL-03-05,Pitt_ES,Sockeye,1960,23737.935,11297,23737.935,11297,33248,33248,1950
SEL-03-05,Pitt_ES,Sockeye,1961,11001.788,5324,11001.788,5324,100761,100761,1950
SEL-03-05,Pitt_ES,Sockeye,1962,15890.272,8017,15890.272,8017,56764,56764,1950
SEL-03-05,Pitt_ES,Sockeye,1963,12096.72,4739,12096.72,4739,142668,142668,1950
SEL-03-05,Pitt_ES,Sockeye,1964,13659.708,5202,13659.708,5202,190600,190600,1950
SEL-03-05,Pitt_ES,Sockeye,1965,6798.816,2596,6798.816,2596,38984,38984,1950
SEL-03-05,Pitt_ES,Sockeye,1966,20633.58,9537,20633.58,9537,75904,75904,1950
SEL-03-05,Pitt_ES,Sockeye,1967,10251.154,3756,10251.154,3756,66869,66869,1950
SEL-03-05,Pitt_ES,Sockeye,1968,16909.8552,7209,16909.8552,7209,105494,105494,1950
SEL-03-05,Pitt_ES,Sockeye,1969,24551.4816,10356,24551.4816,10356,61083,61083,1950
SEL-03-05,Pitt_ES,Sockeye,1970,6374.3274,2504,6374.3274,2504,54555,54555,1950
SEL-03-05,Pitt_ES,Sockeye,1971,14787.564,5924,14787.564,5924,215185,215185,1950
SEL-03-05,Pitt_ES,Sockeye,1972,13344.94,5433,13344.94,5433,122884,122884,1950
SEL-03-05,Pitt_ES,Sockeye,1973,11621.415,4146,11621.415,4146,29165,29165,1950
SEL-03-05,Pitt_ES,Sockeye,1974,20473.9788,7826,20473.9788,7826,131749,131749,1950
SEL-03-05,Pitt_ES,Sockeye,1975,39768.304,19589,39768.304,19589,84758,84758,1950
SEL-03-05,Pitt_ES,Sockeye,1976,36316.8075,18213,36316.8075,18213,105297,105297,1950
SEL-03-05,Pitt_ES,Sockeye,1977,13781.3548,6492,13781.3548,6492,34007,34007,1950
SEL-03-05,Pitt_ES,Sockeye,1978,24667.0272,11080,24667.0272,11080,34749,34749,1950
SEL-03-05,Pitt_ES,Sockeye,1979,35188.1166,18574,35188.1166,18574,38214,38214,1950
SEL-03-05,Pitt_ES,Sockeye,1980,16835.9345,7205,16835.9345,7205,16905,16905,1950
SEL-03-05,Pitt_ES,Sockeye,1981,23972.0055,11878,23972.0055,11878,34057,34057,1950
SEL-03-05,Pitt_ES,Sockeye,1982,8668.814,4296,8668.814,4296,18228,18228,1950
SEL-03-05,Pitt_ES,Sockeye,1983,16632.924,8624,16632.924,8624,62031,62031,1950
SEL-03-05,Pitt_ES,Sockeye,1984,15746.4496,7789,15746.4496,7789,75589,75589,1950
SEL-03-05,Pitt_ES,Sockeye,1985,3524.756,2107,3524.756,2107,23182,23182,1950
SEL-03-05,Pitt_ES,Sockeye,1986,28733.5096,12284,28733.5096,12284,39998,39998,1950
SEL-03-05,Pitt_ES,Sockeye,1987,13240.1633,5003,13240.1633,5003,21965,21965,1950
SEL-03-05,Pitt_ES,Sockeye,1988,31994.3572,16548,31994.3572,16548,61077,61077,1950
SEL-03-05,Pitt_ES,Sockeye,1989,13495.1355,5583,13495.1355,5583,16602,16602,1950
SEL-03-05,Pitt_ES,Sockeye,1990,11942.0974,5701,11942.0974,5701,9099,9099,1950
SEL-03-05,Pitt_ES,Sockeye,1991,22500,10867,22500,10867,33887,33887,1950
SEL-03-05,Pitt_ES,Sockeye,1992,8636.9469,2814,8636.9469,2814,100553,100553,1950
SEL-03-05,Pitt_ES,Sockeye,1993,21524.271,9039,21524.271,9039,102738,102738,1950
SEL-03-05,Pitt_ES,Sockeye,1994,9334.7,4363,9334.7,4363,34633,34633,1950
SEL-03-05,Pitt_ES,Sockeye,1995,4950,2352,4950,2352,52971,52971,1950
SEL-03-05,Pitt_ES,Sockeye,1996,47927.517,19451,47927.517,19451,150943,150943,1950
SEL-03-05,Pitt_ES,Sockeye,1997,32637.0366,14996,32637.0366,14996,96251,96251,1950
SEL-03-05,Pitt_ES,Sockeye,1998,74504.472,47612,74504.472,47612,131943,131943,1950
SEL-03-05,Pitt_ES,Sockeye,1999,35809.9638,19391,35809.9638,19391,142614,142614,1950
SEL-03-05,Pitt_ES,Sockeye,2000,42215.8838,16155,42215.8838,16155,111273,111273,1950
SEL-03-05,Pitt_ES,Sockeye,2001,129561.3774,72405,129561.3774,72405,54610,54610,1950
SEL-03-05,Pitt_ES,Sockeye,2002,87977.86,38099,87977.86,38099,69145,69145,1950
SEL-03-05,Pitt_ES,Sockeye,2003,75843.0155,39926,75843.0155,39926,13786,13786,1950
SEL-03-05,Pitt_ES,Sockeye,2004,60094.9062,32683,60094.9062,32683,39914,39914,1950
SEL-03-05,Pitt_ES,Sockeye,2005,61029.4292,32549,61029.4292,32549,8336,8336,1950
SEL-03-05,Pitt_ES,Sockeye,2006,38466.656,20220,38466.656,20220,67038,67038,1950
SEL-03-05,Pitt_ES,Sockeye,2007,41364.6981,19266,41364.6981,19266,81206,81206,1950
SEL-03-05,Pitt_ES,Sockeye,2008,12012.2179,5394,12012.2179,5394,79951,79951,1950
SEL-03-05,Pitt_ES,Sockeye,2009,30649.1784,18119,30649.1784,18119,57459,57459,1950
SEL-03-05,Pitt_ES,Sockeye,2010,15353.1522,8020,15353.1522,8020,46903,46903,1950
SEL-03-05,Pitt_ES,Sockeye,2011,55347.4348,29798,55347.4348,29798,96638,96638,1950
SEL-03-05,Pitt_ES,Sockeye,2012,76539.6704,40343,76539.6704,40343,55510,55510,1950
SEL-03-05,Pitt_ES,Sockeye,2013,54932.841,29617,54932.841,29617,26267,26267,1950
SEL-03-05,Pitt_ES,Sockeye,2014,29113.0888,13842,29113.0888,13842,5967,5967,1950
SEL-03-05,Pitt_ES,Sockeye,2015,37697.2831,17737,37697.2831,17737,6301,6301,1950
SEL-03-05,Pitt_ES,Sockeye,2016,56418.5968,30278,56418.5968,30278,26213,26213,1950
SEL-03-05,Pitt_ES,Sockeye,2017,33980.3935,18873,33980.3935,18873,27354,27354,1950
SEL-03-05,Pitt_ES,Sockeye,2018,13491.4728,6951,13491.4728,6951,5931,5931,1950
SEL-03-05,Pitt_ES,Sockeye,2019,3340.87,1887,3340.87,1887,19061,19061,1950
SEL-03-05,Pitt_ES,Sockeye,2020,6755.868,3095,6755.868,3095,8291,8291,1950
SEL-03-05,Pitt_ES,Sockeye,2021,19265.427,8774,19265.427,8774,NA,NA,1950
SEL-03-05,Pitt_ES,Sockeye,2022,29406.3734,15086,29406.3734,15086,NA,NA,1950
SEL-03-05,Pitt_ES,Sockeye,2023,21300.3187,10019,21300.3187,10019,NA,NA,1950
SEL-06-03,Chilko_S,Sockeye,1950,15141.0384,6555,15141.0384,6555,187983,187983,1950
SEL-06-03,Chilko_S,Sockeye,1951,99134.8632,57563,99134.8632,57563,665674,665674,1950
SEL-06-03,Chilko_S,Sockeye,1952,434112.99,233628,434112.99,233628,1799904,1799904,1950
SEL-06-03,Chilko_S,Sockeye,1953,173397.024,94471,173397.024,94471,528558,528558,1950
SEL-06-03,Chilko_S,Sockeye,1954,33370.008,21247,33370.008,21247,636547,636547,1950
SEL-06-03,Chilko_S,Sockeye,1955,114018.147,75834,114018.147,75834,1438974,1438974,1950
SEL-06-03,Chilko_S,Sockeye,1956,617148.324,368607,617148.324,368607,2396538,2396538,1950
SEL-06-03,Chilko_S,Sockeye,1957,137827.0656,83128,137827.0656,83128,120511,120511,1950
SEL-06-03,Chilko_S,Sockeye,1958,119983.896,70433,119983.896,70433,291933,291933,1950
SEL-06-03,Chilko_S,Sockeye,1959,462226.492,272891,462226.492,272891,2099156,2099156,1950
SEL-06-03,Chilko_S,Sockeye,1960,422280.54,244864,422280.54,244864,964857,964857,1950
SEL-06-03,Chilko_S,Sockeye,1961,24930.7976,15038,24930.7976,15038,64296,64296,1950
SEL-06-03,Chilko_S,Sockeye,1962,66133.763,42125,66133.763,42125,974191,974191,1950
SEL-06-03,Chilko_S,Sockeye,1963,105113.7243,57207,105113.7243,57207,1116906,1116906,1950
SEL-06-03,Chilko_S,Sockeye,1964,233125.3248,131590,233125.3248,131590,1874731,1874731,1950
SEL-06-03,Chilko_S,Sockeye,1965,31918.1055,20813,31918.1055,20813,140915,140915,1950
SEL-06-03,Chilko_S,Sockeye,1966,196538.7744,107541,196538.7744,107541,772105,772105,1950
SEL-06-03,Chilko_S,Sockeye,1967,153941.3865,90006,153941.3865,90006,1956680,1956680,1950
