CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr
SEL-06-11,Seton_L,Sockeye,1983,7685.024,4909,7685.024,4909,36858,36858,1965
SEL-06-11,Seton_L,Sockeye,1984,1702.305,941,1702.305,941,49576,49576,1965
SEL-06-11,Seton_L,Sockeye,1985,1679.574,960,1679.574,960,23997,23997,1965
SEL-06-11,Seton_L,Sockeye,1986,13805.106,6213,13805.106,6213,71339,71339,1965
SEL-06-11,Seton_L,Sockeye,1987,6728.612,3766,6728.612,3766,61873,61873,1965
SEL-06-11,Seton_L,Sockeye,1988,1050,784,1050,784,20694,20694,1965
SEL-06-11,Seton_L,Sockeye,1989,7814.68,5067,7814.68,5067,195614,195614,1965
SEL-06-11,Seton_L,Sockeye,1990,18029.7888,8415,18029.7888,8415,50970,50970,1965
SEL-06-11,Seton_L,Sockeye,1991,11885.4633,7292,11885.4633,7292,15829,15829,1965
SEL-06-11,Seton_L,Sockeye,1992,2704.3764,1378,2704.3764,1378,16087,16087,1965
SEL-06-11,Seton_L,Sockeye,1993,19760,9829,19760,9829,173802,173802,1965
SEL-06-11,Seton_L,Sockeye,1994,9014.148,3890,9014.148,3890,127647,127647,1965
SEL-06-11,Seton_L,Sockeye,1995,7289.8875,4319,7289.8875,4319,37977,37977,1965
SEL-06-11,Seton_L,Sockeye,1996,2968.2428,1759,2968.2428,1759,85187,85187,1965
SEL-06-11,Seton_L,Sockeye,1997,8799.166,5056,8799.166,5056,41181,41181,1965
SEL-06-11,Seton_L,Sockeye,1998,22786.995,11873,22786.995,11873,17678,17678,1965
SEL-06-11,Seton_L,Sockeye,1999,4150.5264,2079,4150.5264,2079,8951,8951,1965
SEL-06-11,Seton_L,Sockeye,2000,1182.9618,671,1182.9618,671,12743,12743,1965
SEL-06-11,Seton_L,Sockeye,2001,2845.395,1851,2845.395,1851,18585,18585,1965
SEL-06-11,Seton_L,Sockeye,2002,14870.7585,8001,14870.7585,8001,48183,48183,1965
SEL-06-11,Seton_L,Sockeye,2003,4775.004,3179,4775.004,3179,4835,4835,1965
SEL-06-11,Seton_L,Sockeye,2004,1287,778,1287,778,5688,5688,1965
SEL-06-11,Seton_L,Sockeye,2005,11991.385,8261,11991.385,8261,2520,2520,1965
SEL-06-11,Seton_L,Sockeye,2006,17720.757,10971,17720.757,10971,172301,172301,1965
SEL-06-11,Seton_L,Sockeye,2007,1699,849,1699,849,2834,2834,1965
SEL-06-11,Seton_L,Sockeye,2008,82.0814,63,82.0814,63,302,302,1965
SEL-06-11,Seton_L,Sockeye,2009,1544.4603,792,1544.4603,792,12139,12139,1965
SEL-06-11,Seton_L,Sockeye,2010,47722.125,26687,47722.125,26687,83792,83792,1965
SEL-06-11,Seton_L,Sockeye,2011,879.503,330,879.503,330,51,51,1965
SEL-06-11,Seton_L,Sockeye,2012,25,13,25,13,219,219,1965
SEL-06-11,Seton_L,Sockeye,2013,6952.5903,4181,6952.5903,4181,2394,2394,1965
SEL-06-11,Seton_L,Sockeye,2014,21581.6057,12327,21581.6057,12327,93790,93790,1965
SEL-06-11,Seton_L,Sockeye,2015,34.416,17,34.416,17,48,48,1965
SEL-06-11,Seton_L,Sockeye,2016,41,21,41,21,168,168,1965
SEL-06-11,Seton_L,Sockeye,2017,1032.7958,441,1032.7958,441,NA,NA,1965
SEL-06-11,Seton_L,Sockeye,2018,35459.13,22395,35459.13,22395,54132,54132,1965
SEL-06-11,Seton_L,Sockeye,2019,520,260,520,260,3394,3394,1965
SEL-06-11,Seton_L,Sockeye,2020,20,10,20,10,NA,NA,1965
SEL-06-11,Seton_L,Sockeye,2021,2865.0588,1939,2865.0588,1939,NA,NA,1965
SEL-06-11,Seton_L,Sockeye,2022,18196.1869,10585,18196.1869,10585,NA,NA,1965
SEL-06-11,Seton_L,Sockeye,2023,3358.926,2168,3358.926,2168,NA,NA,1965
SEL-03-04,Harrison_US_L,Sockeye,1966,18964.382,9860,18964.382,9860,75454,75454,1966
SEL-03-04,Harrison_US_L,Sockeye,1967,20051.928,10618,20051.928,10618,85709,85709,1966
SEL-03-04,Harrison_US_L,Sockeye,1968,3602.7251,2202,3602.7251,2202,152402,152402,1966
SEL-03-04,Harrison_US_L,Sockeye,1969,56200.6511,30604,56200.6511,30604,409882,409882,1966
SEL-03-04,Harrison_US_L,Sockeye,1970,9983.8589,5003,9983.8589,5003,376646,376646,1966
SEL-03-04,Harrison_US_L,Sockeye,1971,4912.798,2656,4912.798,2656,141943,141943,1966
SEL-03-04,Harrison_US_L,Sockeye,1972,25421.7065,15026,25421.7065,15026,342703,342703,1966
SEL-03-04,Harrison_US_L,Sockeye,1973,46968.536,24885,46968.536,24885,269481,269481,1966
SEL-03-04,Harrison_US_L,Sockeye,1974,48235.312,28099,48235.312,28099,278975,278975,1966
SEL-03-04,Harrison_US_L,Sockeye,1975,27768.875,16033,27768.875,16033,166938,166938,1966
SEL-03-04,Harrison_US_L,Sockeye,1976,47984.139,28243,47984.139,28243,295026,295026,1966
SEL-03-04,Harrison_US_L,Sockeye,1977,47319.9769,28510,47319.9769,28510,232768,232768,1966
SEL-03-04,Harrison_US_L,Sockeye,1978,73939.9101,42315,73939.9101,42315,1355323,1355323,1966
SEL-03-04,Harrison_US_L,Sockeye,1979,44079.5946,25702,44079.5946,25702,139784,139784,1966
SEL-03-04,Harrison_US_L,Sockeye,1980,71782.2316,43286,71782.2316,43286,361547,361547,1966
SEL-03-04,Harrison_US_L,Sockeye,1981,40677.2738,22627,40677.2738,22627,267384,267384,1966
SEL-03-04,Harrison_US_L,Sockeye,1982,247020.6748,115030,247020.6748,115030,1496883,1496883,1966
SEL-03-04,Harrison_US_L,Sockeye,1983,37968.1995,27380,37968.1995,27380,237617,237617,1966
SEL-03-04,Harrison_US_L,Sockeye,1984,57417.0652,30434,57417.0652,30434,627311,627311,1966
SEL-03-04,Harrison_US_L,Sockeye,1985,35653.8882,22773,35653.8882,22773,68199,68199,1966
SEL-03-04,Harrison_US_L,Sockeye,1986,91787.36,41837,91787.36,41837,42659,42659,1966
SEL-03-04,Harrison_US_L,Sockeye,1987,56440.1632,30105,56440.1632,30105,219920,219920,1966
SEL-03-04,Harrison_US_L,Sockeye,1988,47579.7483,27428,47579.7483,27428,510599,510599,1966
SEL-03-04,Harrison_US_L,Sockeye,1989,16775.5924,10365,16775.5924,10365,754161,754161,1966
SEL-03-04,Harrison_US_L,Sockeye,1990,16151.4068,8525,16151.4068,8525,628765,628765,1966
SEL-03-04,Harrison_US_L,Sockeye,1991,37668.7014,18487,37668.7014,18487,65285,65285,1966
SEL-03-04,Harrison_US_L,Sockeye,1992,54503.1414,28480,54503.1414,28480,752533,752533,1966
SEL-03-04,Harrison_US_L,Sockeye,1993,78600.2937,34018,78600.2937,34018,500205,500205,1966
SEL-03-04,Harrison_US_L,Sockeye,1994,63734.0844,30208,63734.0844,30208,715875,715875,1966
SEL-03-04,Harrison_US_L,Sockeye,1995,21286.4628,10904,21286.4628,10904,266329,266329,1966
SEL-03-04,Harrison_US_L,Sockeye,1996,46410.9582,26848,46410.9582,26848,383186,383186,1966
SEL-03-04,Harrison_US_L,Sockeye,1997,20933.8464,10724,20933.8464,10724,215987,215987,1966
SEL-03-04,Harrison_US_L,Sockeye,1998,52831.6664,29811,52831.6664,29811,566709,566709,1966
SEL-03-04,Harrison_US_L,Sockeye,1999,23087.6474,13106,23087.6474,13106,246911,246911,1966
SEL-03-04,Harrison_US_L,Sockeye,2000,5058.2837,2732,5058.2837,2732,113743,113743,1966
SEL-03-04,Harrison_US_L,Sockeye,2001,13090.461,8035,13090.461,8035,196033,196033,1966
SEL-03-04,Harrison_US_L,Sockeye,2002,74794.963,36269,74794.963,36269,242509,242509,1966
SEL-03-04,Harrison_US_L,Sockeye,2003,43693.298,24683,43693.298,24683,188776,188776,1966
SEL-03-04,Harrison_US_L,Sockeye,2004,24377.7936,13968,24377.7936,13968,110970,110970,1966
SEL-03-04,Harrison_US_L,Sockeye,2005,42243.084,23597,42243.084,23597,65118,65118,1966
SEL-03-04,Harrison_US_L,Sockeye,2006,24076.1648,13618,24076.1648,13618,249619,249619,1966
SEL-03-04,Harrison_US_L,Sockeye,2007,30527.5438,15825,30527.5438,15825,328247,328247,1966
SEL-03-04,Harrison_US_L,Sockeye,2008,1160.5711,617,1160.5711,617,63221,63221,1966
SEL-03-04,Harrison_US_L,Sockeye,2009,26026.362,12871,26026.362,12871,230077,230077,1966
SEL-03-04,Harrison_US_L,Sockeye,2010,46135.4573,25328,46135.4573,25328,124516,124516,1966
SEL-03-04,Harrison_US_L,Sockeye,2011,51590.6759,24535,51590.6759,24535,553,553,1966
SEL-03-04,Harrison_US_L,Sockeye,2012,718.9962,397,718.9962,397,1656,1656,1966
SEL-03-04,Harrison_US_L,Sockeye,2013,29720.245,15535,29720.245,15535,93044,93044,1966
SEL-03-04,Harrison_US_L,Sockeye,2014,20922.1456,10446,20922.1456,10446,21621,21621,1966
SEL-03-04,Harrison_US_L,Sockeye,2015,1942.2102,1133,1942.2102,1133,2707,2707,1966
SEL-03-04,Harrison_US_L,Sockeye,2016,225.3376,94,225.3376,94,214,214,1966
SEL-03-04,Harrison_US_L,Sockeye,2017,28855.3537,14382,28855.3537,14382,257434,257434,1966
SEL-03-04,Harrison_US_L,Sockeye,2018,14702.53,8547,14702.53,8547,348095,348095,1966
SEL-03-04,Harrison_US_L,Sockeye,2019,1764.864,1015,1764.864,1015,36961,36961,1966
SEL-03-04,Harrison_US_L,Sockeye,2020,64.4028,38,64.4028,38,641,641,1966
SEL-03-04,Harrison_US_L,Sockeye,2021,72033.0693,36274,72033.0693,36274,NA,NA,1966
SEL-03-04,Harrison_US_L,Sockeye,2022,48800.5559,20022,48800.5559,20022,NA,NA,1966
SEL-03-04,Harrison_US_L,Sockeye,2023,34159.0322,18372,34159.0322,18372,NA,NA,1966
SEL-04-01,Lillooet_Harr_L,Sockeye,1950,59929.2,41370,59929.2,41370,214749,214749,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1951,20018.24,13589,20018.24,13589,173801,173801,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1952,40586.9748,24744,40586.9748,24744,213941,213941,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1953,29552.4905,16287,29552.4905,16287,118877,118877,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1954,16180.4292,8635,16180.4292,8635,146171,146171,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1955,13836.9924,8185,13836.9924,8185,228353,228353,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1956,43688.9874,27156,43688.9874,27156,251198,251198,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1957,13707.448,7068,13707.448,7068,42835,42835,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1958,13619.068,5510,13619.068,5510,86069,86069,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1959,23488.1661,11388,23488.1661,11388,225156,225156,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1960,32951.591,19198,32951.591,19198,130133,130133,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1961,20431.0769,10550,20431.0769,10550,84468,84468,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1962,23515.8742,14311,23515.8742,14311,74421,74421,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1963,32269.38,20769,32269.38,20769,330206,330206,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1964,47783.116,27978,47783.116,27978,311035,311035,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1965,14897.517,9769,14897.517,9769,123803,123803,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1966,18615.3464,13462,18615.3464,13462,216335,216335,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1967,30748.3836,17580,30748.3836,17580,411254,411254,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1968,43923.826,31042,43923.826,31042,253589,253589,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1969,23528.2308,14324,23528.2308,14324,690379,690379,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1970,28362.9312,19252,28362.9312,19252,562013,562013,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1971,23668.469,16143,23668.469,16143,292244,292244,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1972,48410.208,26202,48410.208,26202,471597,471597,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1973,52341.7067,28374,52341.7067,28374,165326,165326,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1974,115688.979,85495,115688.979,85495,632171,632171,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1975,33027.4446,19653,33027.4446,19653,99592,99592,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1976,75318.2615,50023,75318.2615,50023,563748,563748,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1977,21515.3435,12799,21515.3435,12799,385146,385146,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1978,94308.09,48158,94308.09,48158,610757,610757,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1979,55096.5592,35168,55096.5592,35168,394760,394760,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1980,59109.1147,32786,59109.1147,32786,151776,151776,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1981,46831.6719,27175,46831.6719,27175,261609,261609,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1982,118049.6942,72353,118049.6942,72353,1752826,1752826,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1983,38939.2476,21069,38939.2476,21069,775080,775080,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1984,38385.681,23226,38385.681,23226,434360,434360,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1985,11310.9405,5757,11310.9405,5757,216306,216306,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1986,331736.692,197841,331736.692,197841,1184529,1184529,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1987,157529.7044,89492,157529.7044,89492,977898,977898,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1988,141069.2588,75537,141069.2588,75537,865447,865447,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1989,29023.0596,15690,29023.0596,15690,1109139,1109139,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1990,166155.9399,97108,166155.9399,97108,225375,225375,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1991,288634.358,152077,288634.358,152077,117016,117016,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1992,183937.3752,93445,183937.3752,93445,94224,94224,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1993,244268.1288,151089,244268.1288,151089,560370,560370,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1994,39155.532,22315,39155.532,22315,62585,62585,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1995,36681.32,18407,36681.32,18407,170018,170018,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1996,51550.0944,27824,51550.0944,27824,75613,75613,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1997,47571.4152,23274,47571.4152,23274,28365,28365,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1998,282097.7929,172997,282097.7929,172997,616344,616344,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,1999,47531.6772,26220,47531.6772,26220,83338,83338,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2000,12922.8912,8333,12922.8912,8333,101313,101313,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2001,43409.87,28361,43409.87,28361,191618,191618,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2002,272786.226,155181,272786.226,155181,632516,632516,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2003,306748.2322,152657,306748.2322,152657,13074,13074,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2004,37323.5874,17516,37323.5874,17516,76353,76353,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2005,53369.2982,27117,53369.2982,27117,84313,84313,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2006,263474.6592,137365,263474.6592,137365,436059,436059,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2007,89161.224,54290,89161.224,54290,243288,243288,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2008,12936.3,6788,12936.3,6788,69873,69873,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2009,53906.8299,34475,53906.8299,34475,140142,140142,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2010,126014.3555,67762,126014.3555,67762,34191,34191,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2011,169371.7254,92420,169371.7254,92420,89495,89495,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2012,6168.5072,2549,6168.5072,2549,23328,23328,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2013,77218.9212,46795,77218.9212,46795,41592,41592,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2014,33297.8116,19610,33297.8116,19610,11557,11557,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2015,43992.5886,26687,43992.5886,26687,1374,1374,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2016,27563.5944,13474,27563.5944,13474,13562,13562,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2017,17667.7095,9900,17667.7095,9900,89893,89893,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2018,13830.1995,7233,13830.1995,7233,158396,158396,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2019,2975.515,1984,2975.515,1984,133553,133553,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2020,3328.116,1635,3328.116,1635,17071,17071,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2021,45018.4754,23510,45018.4754,23510,NA,NA,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2022,117883.7745,60148,117883.7745,60148,NA,NA,1950
SEL-04-01,Lillooet_Harr_L,Sockeye,2023,71289.551,38980,71289.551,38980,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1950,21.9775,11,21.9775,11,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1951,184.611,73,184.611,73,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1952,5720.9,2667,5720.9,2667,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1953,129.989,65,129.989,65,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1954,245.2689,123,245.2689,123,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1955,167.9081,84,167.9081,84,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1956,5630.17,2816,5630.17,2816,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1957,341.9699,171,341.9699,171,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1958,0,0,0,0,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1959,35,22,35,22,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1960,4032.0182,2331,4032.0182,2331,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1961,349.8818,175,349.8818,175,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1962,237.357,119,237.357,119,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1963,65.0534,33,65.0534,33,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1964,3926,2208,3926,2208,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1965,523.9436,315,523.9436,315,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1966,289.2239,145,289.2239,145,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1967,0,0,0,0,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1968,958.219,479,958.219,479,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1969,74.7235,38,74.7235,38,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1970,212.8,106,212.8,106,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1971,0,0,0,0,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1972,1841.296,921,1841.296,921,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1973,237.357,128,237.357,128,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1974,778,435,778,435,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1975,31,16,31,16,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1976,1587.814,633,1587.814,633,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1977,174.1439,104,174.1439,104,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1978,1253,694,1253,694,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1979,84.2022,54,84.2022,54,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1980,404.5032,171,404.5032,171,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1981,115.3391,67,115.3391,67,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1982,1786.589,894,1786.589,894,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1983,117.2825,59,117.2825,59,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1984,124,56,124,56,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1985,79.5,40,79.5,40,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1986,2591.0716,1785,2591.0716,1785,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1987,493.5612,280,493.5612,280,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1988,249.8554,166,249.8554,166,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1989,65,33,65,33,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1990,1373,864,1373,864,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1991,2078,1177,2078,1177,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1992,3228,1614,3228,1614,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1993,1169,745,1169,745,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1994,632,316,632,316,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1995,1314.6457,646,1314.6457,646,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1996,3291.4408,1561,3291.4408,1561,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1997,1559,935,1559,935,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1998,5665.7416,2966,5665.7416,2966,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,1999,681.9722,499,681.9722,499,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2000,8043.3836,3595,8043.3836,3595,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2001,10487.9254,5790,10487.9254,5790,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2002,29213.067,14406,29213.067,14406,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2003,10753.722,5805,10753.722,5805,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2004,19692.183,9617,19692.183,9617,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2005,4423.573,2837,4423.573,2837,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2006,21253.2742,10433,21253.2742,10433,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2007,4277.8528,2461,4277.8528,2461,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2008,1530.0175,831,1530.0175,831,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2009,6008.6261,3377,6008.6261,3377,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2010,9888.5864,5626,9888.5864,5626,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2011,5728.8,2748,5728.8,2748,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2012,1649.94,948,1649.94,948,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2013,5797.715,3724,5797.715,3724,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2014,4863.8624,2969,4863.8624,2969,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2015,6483.5096,3933,6483.5096,3933,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2016,2864.4875,1400,2864.4875,1400,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2017,5478.6122,3072,5478.6122,3072,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2018,947.085,496,947.085,496,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2019,50,25,50,25,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2020,146,73,146,73,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2021,1750.3515,962,1750.3515,962,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2022,1189.6983,669,1189.6983,669,NA,NA,1950
SEL-03-03,Harrison_DS_L,Sockeye,2023,1006,503,1006,503,NA,NA,1950
SEL-05-02,Nahatlatch_ES,Sockeye,1975,2909,2020.9399,2909,2020.9399,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1976,1737,1063,1737,1063,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1977,538.2588,309,538.2588,309,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1978,600,354,600,354,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1979,2059.6144,1054,2059.6144,1054,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1980,1228.708,661,1228.708,661,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1981,707.4,389,707.4,389,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1982,2734,1367,2734,1367,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1983,2051.86,1230,2051.86,1230,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1984,1431.9032,716,1431.9032,716,NA,NA,1975
SEL-05-02,Nahatlatch_ES,Sockeye,1985,1257,629,1257,629,NA,NA,1975
